date,ticker,open,high,low,close,volume
2024-01-02,NESN.SW,104.66194990705354,105.616468941687,103.21969034767133,103.86774462848119,3905063
2024-01-03,NESN.SW,102.904179218829,103.41658784973443,101.95260185723878,103.14064482281566,3331368
2024-01-04,NESN.SW,102.42779539094866,103.24195175152552,101.56175006829979,102.36007100036484,3209506
2024-01-05,NESN.SW,102.20654066768473,103.26519992552026,102.08774416854112,102.65893769427407,2827557
2024-01-08,NESN.SW,102.17471508907619,103.27744928886746,101.1967212172467,102.42941209254299,2773471
2024-01-09,NESN.SW,102.05452309797492,103.00633948479062,101.78740117312714,102.58457529162642,2616224
2024-01-10,NESN.SW,103.4740392785849,103.73538984122187,103.16262328393861,103.47505307623656,3607836
2024-01-11,NESN.SW,104.19786966070185,105.22082667846611,103.7490348094411,104.38867213943612,3724212
2024-01-12,NESN.SW,104.53181539342245,105.48256487613943,103.64319563753494,104.91080720152492,4929612
2024-01-15,NESN.SW,103.77729121004958,105.35461885066113,103.61641210869095,104.46412992846604,1803307
2024-01-16,NESN.SW,103.80439231228391,104.21333574553158,103.11562788699773,103.70161252119185,1439423
2024-01-17,NESN.SW,103.06625193492633,103.757846630284,101.82539310095903,102.88256255596136,4644007
2024-01-18,NESN.SW,102.7434291845655,103.79381610695474,101.6636044065875,102.55451650742845,3210524
2024-01-19,NESN.SW,102.43674773382124,102.74930724192093,101.67082143162509,102.52746252979105,3291353
2024-01-22,NESN.SW,101.70195305723036,102.43910981880576,100.46482137466164,101.55624686516647,2142753
2024-01-23,NESN.SW,100.6394349500878,101.70365128645415,99.95736649819585,100.4294929672584,3074267
2024-01-24,NESN.SW,100.85356335025482,101.95989164329075,100.5682196081421,100.76161854232237,2405279
2024-01-25,NESN.SW,99.28297476641202,99.49082682934656,98.46333196155307,98.92102114036486,3978646
2024-01-26,NESN.SW,98.66656704325665,99.28005292750552,98.28026504587898,98.77060825740021,2307721
2024-01-29,NESN.SW,99.22070943471749,100.13716102907081,98.34485229110473,99.2158915111504,4694890
2024-01-30,NESN.SW,97.76686188547073,98.87873905813466,96.83805613971725,98.26306613458186,4275040
2024-01-31,NESN.SW,97.74445240772361,98.73053374974488,96.55310544112314,97.19400904768096,1889914
2024-02-01,NESN.SW,96.21469096190964,96.69152736367009,95.99622046925674,96.4790246151572,1467217
2024-02-02,NESN.SW,97.17324186016383,97.58873315213778,96.55390964646406,97.12835217388677,1697769
2024-02-05,NESN.SW,97.16071379348713,97.27573407464091,95.99597957477323,97.02653120484274,2708187
2024-02-06,NESN.SW,94.96242457812329,96.15966759530136,94.35976232495777,95.2367824951159,4628220
2024-02-07,NESN.SW,94.8017995886018,94.96905873397434,93.75398285406668,94.85740761983342,3660763
2024-02-08,NESN.SW,95.99565732990224,96.35164841997744,94.70798150711272,95.84287819196722,4679818
2024-02-09,NESN.SW,96.74061129268173,97.50177842228103,96.4846018818655,96.80966001089493,2497343
